"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 21, 2019","46.55","46.55","46.55","46.55","-","4.50%"
"Feb 20, 2019","44.54","44.54","44.54","44.54","-","-1.15%"
"Feb 19, 2019","45.06","45.06","45.06","45.06","-","-1.47%"
"Feb 15, 2019","45.73","45.73","45.73","45.73","-","-3.08%"
"Feb 14, 2019","47.19","47.19","47.19","47.19","-","-2.04%"
"Feb 13, 2019","48.17","48.17","48.17","48.17","-","-1.75%"
"Feb 12, 2019","49.02","49.02","49.02","49.02","-","1.46%"
"Feb 11, 2019","48.32","48.32","48.32","48.32","-","-2.64%"
"Feb 08, 2019","49.63","49.63","49.63","49.63","-","1.34%"
"Feb 07, 2019","48.97","48.97","48.97","48.97","-","3.23%"
"Feb 06, 2019","47.44","47.44","47.44","47.44","-","-2.43%"
"Feb 05, 2019","48.62","48.62","48.62","48.62","-","-0.52%"
"Feb 04, 2019","48.87","48.87","48.87","48.87","-","0.17%"
"Feb 01, 2019","48.79","48.79","48.79","48.79","-","-2.05%"
"Jan 31, 2019","49.81","49.81","49.81","49.81","-","3.09%"
"Jan 30, 2019","48.32","48.32","48.32","48.32","-","-2.98%"
"Jan 29, 2019","49.80","49.80","49.80","49.80","-","-2.26%"
"Jan 28, 2019","50.95","50.95","50.95","50.95","-","-2.94%"
"Jan 25, 2019","52.50","52.50","52.50","52.50","-","-3.11%"
"Jan 24, 2019","54.18","54.18","54.18","54.18","-","-0.03%"
"Jan 23, 2019","54.19","54.19","54.19","54.19","-","-0.82%"
"Jan 22, 2019","54.64","54.64","54.64","54.64","-","1.60%"
"Jan 18, 2019","53.78","53.78","53.78","53.78","-","0.64%"
"Jan 17, 2019","53.44","53.44","53.44","53.44","-","2.87%"
"Jan 16, 2019","51.95","51.95","51.95","51.95","-","-2.00%"
"Jan 15, 2019","53.01","53.01","53.01","53.01","-","-4.21%"
"Jan 14, 2019","55.34","55.34","55.34","55.34","-","-1.08%"
"Jan 11, 2019","55.94","55.94","55.94","55.94","-","-1.25%"
"Jan 10, 2019","56.65","56.65","56.65","56.65","-","-0.65%"
"Jan 09, 2019","57.02","57.02","57.02","57.02","-","-3.43%"
"Jan 08, 2019","59.04","59.05","59.05","59.05","-","-3.01%"
"Jan 07, 2019","60.88","60.88","60.88","60.88","-","-7.51%"
"Jan 04, 2019","65.82","65.82","65.82","65.82","-","0.05%"
"Jan 03, 2019","65.79","65.79","65.79","65.79","-","4.75%"
"Jan 02, 2019","62.80","62.80","62.80","62.80","-","-5.67%"
"Dec 31, 2018","66.58","66.58","66.58","66.58","-","-0.12%"
"Dec 28, 2018","66.66","66.66","66.66","66.66","-","-2.45%"
"Dec 27, 2018","68.34","68.34","68.34","68.34","-","6.97%"
"Dec 26, 2018","63.89","63.89","63.89","63.89","-","-3.27%"
"Dec 24, 2018","66.04","66.04","66.04","66.04","-","7.19%"
"Dec 21, 2018","61.61","61.61","61.61","61.61","-","4.85%"
"Dec 20, 2018","58.76","58.76","58.76","58.76","-","-0.42%"
"Dec 19, 2018","59.01","59.01","59.01","59.01","-","-0.65%"
"Dec 18, 2018","59.40","59.40","59.40","59.40","-","7.20%"
"Dec 17, 2018","55.41","55.41","55.41","55.41","-","-1.28%"
"Dec 14, 2018","56.13","56.13","56.13","56.13","-","0.68%"
"Dec 13, 2018","55.75","55.75","55.75","55.75","-","-4.26%"
"Dec 12, 2018","58.23","58.23","58.23","58.23","-","-0.86%"
"Dec 11, 2018","58.73","58.73","58.73","58.73","-","-2.53%"
"Dec 10, 2018","60.26","60.26","60.26","60.26","-","-0.80%"
"Dec 07, 2018","60.74","60.74","60.74","60.74","-","12.77%"
"Dec 04, 2018","53.86","53.86","53.86","53.86","-","7.06%"
"Dec 03, 2018","50.31","50.31","50.31","50.31","-","-4.05%"
"Nov 30, 2018","52.43","52.43","52.43","52.43","-","2.98%"
"Nov 29, 2018","50.92","50.92","50.92","50.92","-","0.30%"
"Nov 28, 2018","50.76","50.76","50.76","50.76","-","-0.93%"
"Nov 27, 2018","51.24","51.24","51.24","51.24","-","-0.58%"
"Nov 26, 2018","51.53","51.53","51.53","51.53","-","-10.08%"
"Nov 23, 2018","57.31","57.31","57.31","57.31","-","-0.58%"
"Nov 21, 2018","57.65","57.65","57.65","57.65","-","-3.10%"
"Nov 20, 2018","59.49","59.49","59.49","59.49","-","0.04%"
"Nov 19, 2018","59.47","59.47","59.47","59.47","-","-1.60%"
"Nov 16, 2018","60.43","60.43","60.43","60.43","-","7.49%"
"Nov 15, 2018","56.22","56.22","56.22","56.22","-","4.31%"
"Nov 14, 2018","53.90","53.90","53.90","53.90","-","3.19%"
"Nov 13, 2018","52.23","52.23","52.23","52.23","-","-2.45%"
"Nov 09, 2018","53.54","53.54","53.54","53.54","-","3.80%"
"Nov 08, 2018","51.58","51.58","51.58","51.58","-","-12.58%"
"Nov 06, 2018","59.01","59.01","59.01","59.01","-","-1.49%"
"Nov 05, 2018","59.90","59.90","59.90","59.90","-","-2.47%"
"Nov 02, 2018","61.42","61.42","61.42","61.42","-","4.91%"
"Nov 01, 2018","58.54","58.54","58.54","58.54","-","-2.64%"
"Oct 31, 2018","60.13","60.13","60.13","60.13","-","-2.69%"
"Oct 30, 2018","61.79","61.79","61.79","61.79","-","3.39%"
"Oct 29, 2018","59.77","59.77","59.77","59.77","-","-4.68%"
"Oct 26, 2018","62.70","62.70","62.70","62.70","-","10.58%"
"Oct 25, 2018","56.70","56.70","56.70","56.70","-","-1.72%"
"Oct 24, 2018","57.69","57.69","57.69","57.69","-","4.87%"
"Oct 23, 2018","55.01","55.01","55.01","55.01","-","6.10%"
"Oct 22, 2018","51.85","51.85","51.85","51.85","-","-0.37%"
"Oct 19, 2018","52.04","52.04","52.04","52.04","-","-1.12%"
"Oct 18, 2018","52.63","52.63","52.63","52.63","-","7.45%"
"Oct 17, 2018","48.99","48.99","48.99","48.99","-","-2.38%"
"Oct 16, 2018","50.18","50.18","50.18","50.18","-","-2.08%"
"Oct 15, 2018","51.25","51.25","51.25","51.25","-","-5.75%"
"Oct 12, 2018","54.37","54.37","54.37","54.37","-","-3.02%"
"Oct 11, 2018","56.07","56.07","56.07","56.07","-","0.66%"
"Oct 10, 2018","55.70","55.70","55.70","55.70","-","4.22%"
"Oct 09, 2018","53.45","53.45","53.45","53.45","-","-3.15%"
"Oct 05, 2018","55.19","55.19","55.19","55.19","-","0.22%"
"Oct 04, 2018","55.07","55.07","55.07","55.07","-","9.68%"
"Oct 03, 2018","50.21","50.21","50.21","50.21","-","10.70%"
"Oct 02, 2018","45.35","45.35","45.35","45.35","-","2.42%"
"Oct 01, 2018","44.28","44.28","44.28","44.28","-","-4.07%"
"Sep 28, 2018","46.16","46.16","46.16","46.16","-","1.00%"
"Sep 27, 2018","45.71","45.71","45.71","45.71","-","-3.65%"
"Sep 26, 2018","47.44","47.44","47.44","47.44","-","-3.93%"
"Sep 25, 2018","49.38","49.38","49.38","49.38","-","2.22%"
"Sep 24, 2018","48.31","48.31","48.31","48.31","-","-1.08%"
"Sep 21, 2018","48.83","48.83","48.83","48.83","-","-1.04%"
"Sep 20, 2018","49.34","49.34","49.34","49.34","-","1.13%"
"Sep 19, 2018","48.79","48.79","48.79","48.79","-","1.72%"
"Sep 18, 2018","47.97","47.97","47.97","47.97","-","2.48%"
"Sep 17, 2018","46.81","46.81","46.81","46.81","-","-1.35%"
"Sep 14, 2018","47.45","47.45","47.45","47.45","-","3.03%"
"Sep 13, 2018","46.06","46.06","46.06","46.06","-","-1.57%"
"Sep 12, 2018","46.79","46.79","46.79","46.79","-","-2.47%"
"Sep 11, 2018","47.97","47.97","47.97","47.97","-","0.59%"
"Sep 10, 2018","47.69","47.69","47.69","47.69","-","-3.52%"
"Sep 07, 2018","49.43","49.43","49.43","49.43","-","1.59%"
"Sep 06, 2018","48.65","48.65","48.65","48.65","-","0.53%"
"Sep 05, 2018","48.40","48.40","48.40","48.40","-","-2.37%"
"Sep 04, 2018","49.57","49.57","49.57","49.57","-","-2.25%"
"Aug 31, 2018","50.71","50.71","50.71","50.71","-","0.60%"
"Aug 30, 2018","50.41","50.41","50.41","50.41","-","2.67%"
"Aug 29, 2018","49.10","49.10","49.10","49.10","-","-1.70%"
"Aug 28, 2018","49.95","49.95","49.95","49.95","-","1.15%"
"Aug 27, 2018","49.38","49.38","49.38","49.38","-","0.45%"
"Aug 24, 2018","49.16","49.16","49.16","49.16","-","-0.08%"
"Aug 23, 2018","49.20","49.20","49.20","49.20","-","-0.88%"
"Aug 22, 2018","49.64","49.64","49.64","49.64","-","-1.35%"
"Aug 21, 2018","50.32","50.32","50.32","50.32","-","-1.29%"
"Aug 20, 2018","50.97","50.97","50.97","50.97","-","0.55%"
"Aug 17, 2018","50.69","50.69","50.69","50.69","-","0.17%"
"Aug 16, 2018","50.61","50.61","50.61","50.61","-","-1.77%"
"Aug 15, 2018","51.52","51.52","51.52","51.52","-","3.37%"
"Aug 14, 2018","49.84","49.84","49.84","49.84","-","-1.83%"
"Aug 13, 2018","50.77","50.77","50.77","50.77","-","0.28%"
"Aug 10, 2018","50.63","50.63","50.63","50.63","-","6.92%"
"Aug 09, 2018","47.35","47.35","47.35","47.35","-","1.11%"
"Aug 08, 2018","46.84","46.84","46.84","46.84","-","-0.66%"
"Aug 07, 2018","47.15","47.15","47.15","47.15","-","0.62%"
"Aug 06, 2018","46.86","46.86","46.86","46.86","-","-1.70%"
"Aug 03, 2018","47.67","47.67","47.67","47.67","-","-0.69%"
"Aug 02, 2018","48.00","48.00","48.00","48.00","-","-0.80%"
"Aug 01, 2018","48.38","48.38","48.38","48.38","-","4.04%"
"Jul 31, 2018","46.50","46.50","46.50","46.50","-","-5.89%"
"Jul 30, 2018","49.42","49.42","49.42","49.42","-","1.20%"
"Jul 27, 2018","48.83","48.83","48.83","48.83","-","-0.89%"
"Jul 26, 2018","49.27","49.27","49.27","49.27","-","2.03%"
"Jul 25, 2018","48.29","48.29","48.29","48.29","-","-4.01%"
"Jul 24, 2018","50.31","50.31","50.31","50.31","-","-2.32%"
"Jul 23, 2018","51.51","51.51","51.51","51.51","-","5.01%"
"Jul 20, 2018","49.05","49.05","49.05","49.05","-","4.11%"
"Jul 19, 2018","47.11","47.11","47.11","47.11","-","4.08%"
"Jul 18, 2018","45.26","45.26","45.26","45.26","-","-2.95%"
"Jul 17, 2018","46.64","46.64","46.64","46.64","-","-2.40%"
"Jul 16, 2018","47.79","47.79","47.79","47.79","-","-1.02%"
"Jul 13, 2018","48.28","48.28","48.28","48.28","-","-0.60%"
"Jul 12, 2018","48.57","48.57","48.57","48.57","-","-3.77%"
"Jul 11, 2018","50.48","50.48","50.48","50.48","-","1.34%"
"Jul 10, 2018","49.81","49.81","49.81","49.81","-","0.24%"
"Jul 09, 2018","49.69","49.69","49.69","49.69","-","-0.89%"
"Jul 06, 2018","50.13","50.13","50.13","50.13","-","-2.58%"
"Jul 05, 2018","51.46","51.46","51.46","51.46","-","0.48%"
"Jul 03, 2018","51.22","51.22","51.22","51.22","-","1.92%"
"Jul 02, 2018","50.25","50.25","50.25","50.25","-","-1.79%"
"Jun 29, 2018","51.17","51.17","51.17","51.17","-","-1.85%"
"Jun 28, 2018","52.13","52.13","52.13","52.13","-","-1.73%"
"Jun 27, 2018","53.05","53.05","53.05","53.05","-","3.42%"
"Jun 26, 2018","51.30","51.30","51.30","51.30","-","-3.29%"
"Jun 25, 2018","53.04","53.04","53.04","53.04","-","0.03%"
"Jun 22, 2018","53.03","53.03","53.03","53.03","-","-0.12%"
"Jun 21, 2018","53.09","53.09","53.09","53.09","-","2.24%"
"Jun 20, 2018","51.92","51.92","51.92","51.92","-","-0.91%"
"Jun 19, 2018","52.40","52.40","52.40","52.40","-","0.14%"
"Jun 18, 2018","52.33","52.33","52.33","52.33","-","-1.42%"
"Jun 15, 2018","53.08","53.08","53.08","53.08","-","1.11%"
"Jun 14, 2018","52.50","52.50","52.50","52.50","-","-2.41%"
"Jun 13, 2018","53.79","53.79","53.79","53.79","-","-3.88%"
"Jun 12, 2018","55.96","55.96","55.96","55.96","-","-3.23%"
"Jun 11, 2018","57.83","57.83","57.83","57.83","-","-2.93%"
"Jun 08, 2018","59.57","59.57","59.57","59.57","-","5.29%"
"Jun 07, 2018","56.58","56.58","56.58","56.58","-","0.25%"
"Jun 06, 2018","56.44","56.44","56.44","56.44","-","3.63%"
"Jun 05, 2018","54.46","54.46","54.46","54.46","-","0.31%"
"Jun 04, 2018","54.30","54.30","54.30","54.30","-","-4.64%"
"Jun 01, 2018","56.94","56.94","56.94","56.94","-","-5.95%"
"May 31, 2018","60.54","60.54","60.54","60.54","-","-2.13%"
"May 30, 2018","61.86","61.86","61.86","61.86","-","-1.80%"
"May 29, 2018","63.00","63.00","63.00","63.00","-","16.46%"
"May 25, 2018","54.10","54.09","54.09","54.09","-","3.71%"
"May 24, 2018","52.16","52.16","52.16","52.16","-","-2.08%"
"May 23, 2018","53.27","53.27","53.27","53.27","-","1.33%"
"May 22, 2018","52.57","52.57","52.57","52.57","-","-0.96%"
"May 21, 2018","53.08","53.08","53.08","53.08","-","-0.34%"
"May 18, 2018","53.26","53.26","53.26","53.26","-","-1.72%"
"May 17, 2018","54.19","54.19","54.19","54.19","-","-1.70%"
"May 16, 2018","55.13","55.13","55.13","55.13","-","4.70%"
"May 15, 2018","52.66","52.66","52.66","52.66","-","8.93%"
"May 14, 2018","48.34","48.34","48.34","48.34","-","2.73%"
"May 11, 2018","47.06","47.06","47.06","47.06","-","-1.57%"
"May 10, 2018","47.81","47.81","47.81","47.81","-","-3.18%"
"May 09, 2018","49.37","49.37","49.37","49.37","-","1.14%"
"May 08, 2018","48.82","48.82","48.82","48.82","-","1.67%"
"May 07, 2018","48.02","48.02","48.02","48.02","-","-2.86%"
"May 03, 2018","49.43","49.43","49.43","49.43","-","0.78%"
"May 02, 2018","49.05","49.05","49.05","49.05","-","-5.28%"
"May 01, 2018","51.78","51.78","51.78","51.78","-","2.84%"
"Apr 30, 2018","50.35","50.35","50.35","50.35","-","-1.78%"
"Apr 27, 2018","51.27","51.27","51.27","51.27","-","-3.52%"
"Apr 26, 2018","53.14","53.14","53.14","53.14","-","-3.74%"
"Apr 25, 2018","55.20","55.20","55.20","55.20","-","4.16%"
"Apr 24, 2018","53.00","53.00","53.00","53.00","-","0.40%"
"Apr 23, 2018","52.79","52.79","52.79","52.79","-","0.16%"
"Apr 20, 2018","52.71","52.71","52.71","52.71","-","3.14%"
"Apr 19, 2018","51.10","51.10","51.10","51.10","-","2.19%"
"Apr 18, 2018","50.00","50.00","50.00","50.00","-","3.44%"
"Apr 17, 2018","48.34","48.34","48.34","48.34","-","-2.81%"
"Apr 16, 2018","49.74","49.74","49.74","49.74","-","-2.74%"
"Apr 13, 2018","51.14","51.14","51.14","51.14","-","-0.67%"
"Apr 12, 2018","51.49","51.49","51.49","51.49","-","1.96%"
"Apr 11, 2018","50.50","50.50","50.50","50.50","-","-1.81%"
"Apr 10, 2018","51.43","51.43","51.43","51.43","-","-2.05%"
"Apr 09, 2018","52.51","52.51","52.51","52.51","-","-6.35%"
"Apr 06, 2018","56.07","56.07","56.07","56.07","-","4.37%"
"Apr 05, 2018","53.72","53.72","53.72","53.72","-","-2.94%"
"Apr 04, 2018","55.35","55.35","55.35","55.35","-","-1.20%"
"Apr 03, 2018","56.02","56.02","56.02","56.02","-","-4.50%"
"Apr 02, 2018","58.66","58.66","58.66","58.66","-","0.21%"
"Mar 29, 2018","58.54","58.54","58.54","58.54","-","0.33%"
"Mar 28, 2018","58.35","58.35","58.35","58.35","-","3.69%"
"Mar 27, 2018","56.27","56.27","56.27","56.27","-","3.16%"
"Mar 26, 2018","54.55","54.55","54.55","54.55","-","-2.88%"
"Mar 23, 2018","56.17","56.17","56.17","56.17","-","0.43%"
"Mar 22, 2018","55.93","55.93","55.93","55.93","-","0.37%"
"Mar 21, 2018","55.72","55.72","55.72","55.72","-","-3.75%"
"Mar 20, 2018","57.89","57.89","57.89","57.89","-","-3.48%"
"Mar 19, 2018","59.98","59.98","59.98","59.98","-","1.65%"
"Mar 16, 2018","59.01","59.01","59.01","59.01","-","2.26%"
"Mar 15, 2018","57.71","57.70","57.70","57.70","-","-0.25%"
"Mar 14, 2018","57.85","57.85","57.85","57.85","-","5.04%"
"Mar 13, 2018","55.07","55.07","55.07","55.07","-","-5.52%"
"Mar 12, 2018","58.29","58.29","58.29","58.29","-","-1.14%"
"Mar 09, 2018","58.97","58.97","58.97","58.97","-","-4.25%"
"Mar 08, 2018","61.58","61.58","61.58","61.58","-","-2.78%"
"Mar 07, 2018","63.35","63.35","63.35","63.35","-","-0.24%"
"Mar 06, 2018","63.50","63.50","63.50","63.50","-","-1.87%"
"Mar 05, 2018","64.71","64.71","64.71","64.71","-","-0.91%"
"Mar 02, 2018","65.30","65.30","65.30","65.30","-","2.57%"
"Mar 01, 2018","63.66","63.66","63.66","63.66","-","1.10%"
"Feb 28, 2018","62.97","62.97","62.97","62.97","-","-1.50%"
"Feb 27, 2018","63.93","63.93","63.93","63.93","-","0.34%"
"Feb 26, 2018","63.72","63.72","63.72","63.72","-","-1.37%"
"Feb 23, 2018","64.60","64.60","64.60","64.60","-","5.66%"
"Feb 22, 2018","61.14","61.14","61.14","61.14","-","-0.03%"
"Feb 21, 2018","61.16","61.16","61.16","61.16","-","1.49%"
"Feb 20, 2018","60.26","60.26","60.26","60.26","-","-4.39%"
"Feb 16, 2018","63.03","63.03","63.03","63.03","-","-5.47%"
"Feb 15, 2018","66.68","66.68","66.68","66.68","-","-4.09%"
"Feb 14, 2018","69.52","69.52","69.52","69.52","-","0.80%"
"Feb 13, 2018","68.97","68.97","68.97","68.97","-","-1.27%"
"Feb 12, 2018","69.86","69.86","69.86","69.86","-","2.96%"
"Feb 08, 2018","67.85","67.85","67.85","67.85","-","2.69%"
"Feb 07, 2018","66.07","66.07","66.07","66.07","-","9.37%"
"Feb 05, 2018","60.41","60.41","60.41","60.41","-","0.13%"
"Feb 02, 2018","60.33","60.33","60.33","60.33","-","4.32%"
"Feb 01, 2018","57.83","57.83","57.83","57.83","-","1.10%"
"Jan 31, 2018","57.20","57.20","57.20","57.20","-","-0.14%"
"Jan 30, 2018","57.28","57.28","57.28","57.28","-","2.32%"
"Jan 29, 2018","55.98","55.98","55.98","55.98","-","0.63%"
"Jan 26, 2018","55.63","55.63","55.63","55.63","-","4.22%"
"Jan 25, 2018","53.38","53.38","53.38","53.38","-","-1.35%"
"Jan 24, 2018","54.11","54.11","54.11","54.11","-","2.97%"
"Jan 23, 2018","52.55","52.55","52.55","52.55","-","-0.10%"
"Jan 22, 2018","52.60","52.60","52.60","52.60","-","8.34%"
"Jan 18, 2018","48.55","48.55","48.55","48.55","-","5.82%"
"Jan 17, 2018","45.88","45.88","45.88","45.88","-","-0.07%"
"Jan 16, 2018","45.91","45.91","45.91","45.91","-","-3.57%"
"Jan 12, 2018","47.61","47.61","47.61","47.61","-","-1.20%"
"Jan 11, 2018","48.19","48.19","48.19","48.19","-","-1.99%"
"Jan 10, 2018","49.17","49.17","49.17","49.17","-","3.98%"
"Jan 09, 2018","47.29","47.29","47.29","47.29","-","3.03%"
"Jan 08, 2018","45.90","45.90","45.90","45.90","-","-0.37%"
"Jan 05, 2018","46.07","46.07","46.07","46.07","-","-2.76%"
"Jan 04, 2018","47.38","47.38","47.38","47.38","-","-0.46%"
"Jan 03, 2018","47.60","47.60","47.60","47.60","-","-3.19%"
"Jan 02, 2018","49.17","49.17","49.17","49.17","-","5.52%"
"Dec 29, 2017","46.60","46.60","46.60","46.60","-","0.89%"
"Dec 28, 2017","46.19","46.19","46.19","46.19","-","-3.23%"
"Dec 27, 2017","47.73","47.73","47.73","47.73","-","-2.23%"
"Dec 26, 2017","48.82","48.82","48.82","48.82","-","-3.10%"
"Dec 22, 2017","50.38","50.38","50.38","50.38","-","-2.36%"
"Dec 21, 2017","51.60","51.60","51.60","51.60","-","3.30%"
"Dec 20, 2017","49.95","49.95","49.95","49.95","-","2.02%"
"Dec 19, 2017","48.96","48.96","48.96","48.96","-","4.77%"
"Dec 18, 2017","46.73","46.73","46.73","46.73","-","0.65%"
"Dec 15, 2017","46.43","46.43","46.43","46.43","-","3.55%"
"Dec 14, 2017","44.84","44.84","44.84","44.84","-","-0.42%"
"Dec 13, 2017","45.03","45.03","45.03","45.03","-","-3.68%"
"Dec 12, 2017","46.75","46.75","46.75","46.75","-","0.39%"
"Dec 11, 2017","46.57","46.57","46.57","46.57","-","-1.94%"
"Dec 08, 2017","47.49","47.49","47.49","47.49","-","-3.55%"
"Dec 07, 2017","49.24","49.24","49.24","49.24","-","-0.16%"
"Dec 06, 2017","49.32","49.32","49.32","49.32","-","0.16%"
"Dec 05, 2017","49.24","49.24","49.24","49.24","-","0.98%"
"Dec 04, 2017","48.76","48.76","48.76","48.76","-","-2.81%"
"Dec 01, 2017","50.17","50.17","50.17","50.17","-","7.13%"
"Nov 30, 2017","46.83","46.83","46.83","46.83","-","2.83%"
"Nov 29, 2017","45.54","45.54","45.54","45.54","-","1.36%"
"Nov 28, 2017","44.93","44.93","44.93","44.93","-","-0.79%"
"Nov 27, 2017","45.29","45.29","45.29","45.29","-","-1.88%"
"Nov 24, 2017","46.16","46.16","46.16","46.16","-","-1.54%"
"Nov 22, 2017","46.88","46.88","46.88","46.88","-","-2.52%"
"Nov 21, 2017","48.09","48.09","48.09","48.09","-","-0.02%"
"Nov 20, 2017","48.10","48.10","48.10","48.10","-","-2.02%"
"Nov 17, 2017","49.09","49.09","49.09","49.09","-","2.83%"
"Nov 16, 2017","47.74","47.74","47.74","47.74","-","-0.54%"
"Nov 15, 2017","48.00","48.00","48.00","48.00","-","0.48%"
"Nov 14, 2017","47.77","47.77","47.77","47.77","-","2.97%"
"Nov 13, 2017","46.39","46.39","46.39","46.39","-","-1.90%"
"Nov 10, 2017","47.29","47.29","47.29","47.29","-","5.11%"
"Nov 09, 2017","44.99","44.99","44.99","44.99","-","2.32%"
"Nov 08, 2017","43.97","43.97","43.97","43.97","-","-0.52%"
"Nov 07, 2017","44.20","44.20","44.20","44.20","-","-1.89%"
"Nov 06, 2017","45.05","45.05","45.05","45.05","-","-1.70%"
"Nov 03, 2017","45.83","45.83","45.83","45.83","-","-5.95%"
"Nov 02, 2017","48.73","48.73","48.73","48.73","-","-2.42%"
"Nov 01, 2017","49.94","49.94","49.94","49.94","-","-2.37%"
"Oct 31, 2017","51.15","51.15","51.15","51.15","-","-1.04%"
"Oct 30, 2017","51.69","51.69","51.69","51.69","-","-5.45%"
"Oct 27, 2017","54.67","54.67","54.67","54.67","-","-4.67%"
"Oct 26, 2017","57.35","57.35","57.35","57.35","-","-0.02%"
"Oct 25, 2017","57.36","57.36","57.36","57.36","-","2.54%"
"Oct 24, 2017","55.94","55.94","55.94","55.94","-","3.40%"
"Oct 23, 2017","54.10","54.10","54.10","54.10","-","0.22%"
"Oct 20, 2017","53.98","53.98","53.98","53.98","-","4.84%"
"Oct 19, 2017","51.49","51.49","51.49","51.49","-","2.39%"
"Oct 18, 2017","50.29","50.29","50.29","50.29","-","2.57%"
"Oct 17, 2017","49.03","49.03","49.03","49.03","-","-3.58%"
"Oct 13, 2017","50.85","50.85","50.85","50.85","-","-1.87%"
"Oct 12, 2017","51.82","51.82","51.82","51.82","-","-1.65%"
"Oct 11, 2017","52.69","52.69","52.69","52.69","-","-2.23%"
"Oct 10, 2017","53.89","53.89","53.89","53.89","-","-1.98%"
"Oct 06, 2017","54.98","54.98","54.98","54.98","-","-1.08%"
"Oct 05, 2017","55.58","55.58","55.58","55.58","-","2.00%"
"Oct 04, 2017","54.49","54.49","54.49","54.49","-","-0.20%"
"Oct 03, 2017","54.60","54.60","54.60","54.60","-","0.26%"
"Oct 02, 2017","54.46","54.46","54.46","54.46","-","2.99%"
"Sep 29, 2017","52.88","52.88","52.88","52.88","-","1.97%"
"Sep 28, 2017","51.86","51.86","51.86","51.86","-","-0.42%"
"Sep 27, 2017","52.08","52.08","52.08","52.08","-","2.84%"
"Sep 26, 2017","50.64","50.64","50.64","50.64","-","-0.92%"
"Sep 25, 2017","51.11","51.11","51.11","51.11","-","1.17%"
"Sep 22, 2017","50.52","50.52","50.52","50.52","-","4.57%"
"Sep 21, 2017","48.31","48.31","48.31","48.31","-","-1.71%"
"Sep 20, 2017","49.15","49.15","49.15","49.15","-","-1.42%"
"Sep 19, 2017","49.86","49.86","49.86","49.86","-","-0.60%"
"Sep 18, 2017","50.16","50.16","50.16","50.16","-","-0.93%"
